species_alias,species_raw_names,kingdom_local,phylum_local,class_local,order_local,family_local,habitat_sources,group_local,trait_sources,consumer_taxon_status,queried_as_consumer,exclusion_reason
Proformica ferreri,Proformica ferreri,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Proformica longiseta,Proformica longiseta,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Prognathodes aculeatus,Prognathodes aculeatus,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Prognathodes aya,Prognathodes aya,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Prognathodes falcifer,Prognathodes falcifer,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Prognathodes marcellae,Prognathodes marcellae,Animalia,Chordata,Actinopterygii,,Chaetodontidae,marine,fish,ComteOlden,animal,TRUE,""
Pronothobranchius kiyawensis,Pronothobranchius kiyawensis,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pronotogrammus multifasciatus,Pronotogrammus multifasciatus,Animalia,Chordata,Actinopterygii,,Serranidae,marine,fish,ComteOlden,animal,TRUE,""
Prosanthera nivea,Prosanthera nivea,,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Prosopium williamsoni,Prosopium williamsoni,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Prostoia completa,Prostoia completa,Metazoa,Arthropoda,Insecta,Plecoptera,Nemouridae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Protea cynaroides,Protea cynaroides,,Streptophyta,Spermatophyta,Proteales,Proteaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Protea neriifolia,Protea neriifolia,,Streptophyta,Spermatophyta,Proteales,Proteaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Protea repens,Protea repens,,Streptophyta,Spermatophyta,Proteales,Proteaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Protobothrops mucrosquamatus,Protobothrops mucrosquamatus,,Chordata,Lepidosauria,Squamata,Viperidae,"",,GlobTherm,animal,TRUE,""
Protochondrostoma genei,Protochondrostoma genei,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Protogobius attiti,Protogobius attiti,Animalia,Chordata,Actinopterygii,,Rhyacichthyidae,freshwater,fish,ComteOlden,animal,TRUE,""
Protomelas fenestratus,Protomelas fenestratus,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Protomognathus americanus,Protomognathus americanus,,Arthropoda,Insecta,Hymenoptera,Formicidae,"",,GlobTherm,animal,TRUE,""
Protosalanx chinensis,Protosalanx chinensis,Animalia,Chordata,Actinopterygii,,Salangidae,freshwater,fish,ComteOlden,animal,TRUE,""
Protothaca thaca,Protothaca thaca,,Mollusca,Bivalvia,Veneroida,Veneridae,"",,GlobTherm,animal,TRUE,""
Prumnopitys andina,Prumnopitys andina,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Prumnopitys taxifolia,Prumnopitys taxifolia,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Prunus ilicifolia,Prunus ilicifolia,,Streptophyta,Spermatophyta,Rosales,Rosaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Psammodromus algirus,Psammodromus algirus,,Chordata,Lepidosauria,Squamata,Lacertidae,"",,GlobTherm,animal,TRUE,""
Psammodromus hispanicus,Psammodromus hispanicus,,Chordata,Lepidosauria,Squamata,Lacertidae,"",,GlobTherm,animal,TRUE,""
Psectrotanypus varius,Psectrotanypus varius,Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Pseudacris cadaverina,Pseudacris cadaverina,,Chordata,Amphibia,Anura,Hylidae,"",,GlobTherm,animal,TRUE,""
Pseudacris regilla,Pseudacris regilla,,Chordata,Amphibia,Anura,Hylidae,"",,GlobTherm,animal,TRUE,""
Pseudacris triseriata,Pseudacris triseriata,,Chordata,Amphibia,Anura,Hylidae,"",,GlobTherm,animal,TRUE,""
Pseudecheneis sulcata,Pseudecheneis sulcata,Animalia,Chordata,Actinopterygii,,Sisoridae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudechinus huttoni,Pseudechinus huttoni,,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,"",,GlobTherm,animal,TRUE,""
Pseudechis porphyriacus,Pseudechis porphyriacus,,Chordata,Lepidosauria,Squamata,Elapidae,"",,GlobTherm,animal,TRUE,""
Pseudemoia entrecasteauxii,Pseudemoia entrecasteauxii,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Pseudemoia spenceri,Pseudemoia spenceri,,Chordata,Lepidosauria,Squamata,Scincidae,"",,GlobTherm,animal,TRUE,""
Pseudeutropius mitchelli,Pseudeutropius mitchelli,Animalia,Chordata,Actinopterygii,,Schilbeidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudobagrus kyphus,Pseudobagrus kyphus,Animalia,Chordata,Actinopterygii,,Bagridae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudobagrus vachellii,Pseudobagrus vachellii,Animalia,Chordata,Actinopterygii,,Bagridae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudobarbus asper,Pseudobarbus asper,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudobarbus burchelli,Pseudobarbus burchelli,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Pseudobarbus burgi,Pseudobarbus burgi,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Pseudobarbus phlegethon,Pseudobarbus phlegethon,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Pseudobarbus quathlambae,Pseudobarbus quathlambae,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudobarbus tenuis,Pseudobarbus tenuis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudocaranx dentex,Pseudocaranx dentex,Metazoa,Chordata,Actinopteri,Acanthomorphata,Carangidae,marine;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Pseudocheilinus octotaenia,Pseudocheilinus octotaenia,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudochondrostoma duriense,Pseudochondrostoma duriense,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudochondrostoma polylepis,Pseudochondrostoma polylepis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudochondrostoma willkommii,Pseudochondrostoma willkommii,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudocordylus melanotus,Pseudocordylus melanotus,,Chordata,Lepidosauria,Squamata,Cordylidae,"",,GlobTherm,animal,TRUE,""
Pseudocoris heteroptera,Pseudocoris heteroptera,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudocoris yamashiroi,Pseudocoris yamashiroi,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudocrenilabrus multicolor,Pseudocrenilabrus multicolor,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Pseudocrenilabrus nicholsi,Pseudocrenilabrus nicholsi,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudodax moluccanus,Pseudodax moluccanus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudodiamesa branickii,Pseudodiamesa branickii,Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,freshwater,invertebrate,ThermoFresh,animal,TRUE,""
Pseudogobio guilinensis,Pseudogobio guilinensis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudogobio vaillanti,Pseudogobio vaillanti,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudogobiopsis oligactis,Pseudogobiopsis oligactis,Animalia,Chordata,Actinopterygii,,Gobiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudogramma gregoryi,Pseudogramma gregoryi,Animalia,Chordata,Actinopterygii,,Serranidae,marine,fish,ComteOlden,animal,TRUE,""
Pseudogramma thaumasia,Pseudogramma thaumasia,Animalia,Chordata,Actinopterygii,,Serranidae,marine,fish,ComteOlden,animal,TRUE,""
Pseudogyrinocheilus prochilus,Pseudogyrinocheilus prochilus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudojuloides atavai,Pseudojuloides atavai,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudojuloides cerasinus,Pseudojuloides cerasinus,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudolabrus gayi,Pseudolabrus gayi,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,ComteOlden,animal,TRUE,""
Pseudolais pleurotaenia,Pseudolais pleurotaenia,Animalia,Chordata,Actinopterygii,,Pangasiidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudolaubuca sinensis,Pseudolaubuca sinensis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudomystus siamensis,Pseudomystus siamensis,Animalia,Chordata,Actinopterygii,,Bagridae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudomystus stenomus,Pseudomystus stenomus,Animalia,Chordata,Actinopterygii,,Bagridae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudonaja nuchalis,Pseudonaja nuchalis,,Chordata,Lepidosauria,Squamata,Elapidae,"",,GlobTherm,animal,TRUE,""
Pseudonaja textilis,Pseudonaja textilis,,Chordata,Lepidosauria,Squamata,Elapidae,"",,GlobTherm,animal,TRUE,""
Pseudopanax arboreus,Pseudopanax arboreus,,Streptophyta,Spermatophyta,Apiales,Araliaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Pseudophoxinus alii,Pseudophoxinus alii,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus anatolicus,Pseudophoxinus anatolicus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus antalyae,Pseudophoxinus antalyae,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus battalgilae,Pseudophoxinus battalgilae,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus callensis,Pseudophoxinus callensis,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus crassus,Pseudophoxinus crassus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus egridiri,Pseudophoxinus egridiri,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus handlirschi,Pseudophoxinus handlirschi,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus maeandri,Pseudophoxinus maeandri,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus ninae,Pseudophoxinus ninae,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus punicus,Pseudophoxinus punicus,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus zekayi,Pseudophoxinus zekayi,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophoxinus zeregi,Pseudophoxinus zeregi,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudophryne bibroni,Pseudophryne bibroni,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Pseudophryne corroboree,Pseudophryne corroboree,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Pseudophryne dendyi,Pseudophryne dendyi,,Chordata,Amphibia,Anura,Myobatrachidae,"",,GlobTherm,animal,TRUE,""
Pseudopleuronectes americanus,Pseudopleuronectes americanus,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,marine,fish,ComteOlden;GlobTherm,animal,TRUE,""
Pseudorasbora elongata,Pseudorasbora elongata,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudorasbora parva,Pseudorasbora parva,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater;mixed,fish,ComteOlden;ThermoFresh,animal,TRUE,""
Pseudoselago densifolia,Pseudoselago densifolia,,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Pseudosimochromis curvifrons,Pseudosimochromis curvifrons,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudosphromenus cupanus,Pseudosphromenus cupanus,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudosphromenus dayi,Pseudosphromenus dayi,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,ComteOlden,animal,TRUE,""
Pseudotriton ruber,Pseudotriton ruber,,Chordata,Amphibia,Caudata,Plethodontidae,"",,GlobTherm,animal,TRUE,""
Pseudotropheus demasoni,Pseudotropheus demasoni,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,ThermoFresh,animal,TRUE,""
Psilorhynchus balitora,Psilorhynchus balitora,Animalia,Chordata,Actinopterygii,,Psilorhynchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Psilorhynchus homaloptera,Psilorhynchus homaloptera,Animalia,Chordata,Actinopterygii,,Psilorhynchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Psilorhynchus sucatio,Psilorhynchus sucatio,Animalia,Chordata,Actinopterygii,,Psilorhynchidae,freshwater,fish,ComteOlden,animal,TRUE,""
Psoralea pinnata,Psoralea pinnata,,Streptophyta,Spermatophyta,Fabales,Fabaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Psychrophila obtusa,Psychrophila obtusa,,Streptophyta,Spermatophyta,Ranunculales,Ranunculaceae,"",,GlobTherm,non_animal,FALSE,Taxon is not an animal
Ptenopus garrulus,Ptenopus garrulus,,Chordata,Lepidosauria,Squamata,Gekkonidae,"",,GlobTherm,animal,TRUE,""
