species_alias,accepted_species,species_raw,metric,trait_value,trait_source,source_record_id,kingdom,phylum,class,order,family,habitat_class,group,source_priority
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,37.3,ThermoFresh,t_4925,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,37.8,ThermoFresh,t_4930,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,37.5,ThermoFresh,t_4926,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,37.2,ThermoFresh,t_4928,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,37.3,ThermoFresh,t_4927,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,37.7,ThermoFresh,t_4932,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Totoaba macdonaldi,Totoaba macdonaldi,Totoaba macdonaldi,ctmax,38.2,ThermoFresh,t_4929,Metazoa,Chordata,Actinopteri,Acanthomorphata,Sciaenidae,mixed,fish,1
Toxabramis houdemeri,Toxabramis houdemeri,Toxabramis houdemeri,ctmax,38.29,ComteOlden,ComteOlden_row_1617,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Toxicodendron diversilobum,Toxicodendron diversilobum,Toxicodendron diversilobum,ctmax,59.1,GlobTherm,GlobTherm_row_1913_upper_primary,,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae,unknown,,3
Trachemysa scripta,Trachemysa scripta,Trachemys<a0> scripta,ctmax,41.2,GlobTherm,GlobTherm_row_327_upper_primary,,Chordata,Archelosauria,Testudines,Emydidae,unknown,,3
Trachinotus carolinus,Trachinotus carolinus,Trachinotus carolinus,ctmax,38.8,ComteOlden,ComteOlden_row_283,Animalia,Chordata,Actinopterygii,,Carangidae,marine,fish,2
Trachurus japonicus,Trachurus japonicus,Trachurus japonicus,ctmax,34.41,ComteOlden,ComteOlden_row_284,Animalia,Chordata,Actinopterygii,,Carangidae,marine,fish,2
Trachylepis capensis,Trachylepis capensis,Trachylepis capensis,ctmax,48,GlobTherm,GlobTherm_row_1291_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Trachylepis striata,Trachylepis striata,Trachylepis striata,ctmax,44.5,GlobTherm,GlobTherm_row_1260_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Trachylepis striata,Trachylepis striata,Trachylepis striata,ctmin,15.7,GlobTherm,GlobTherm_row_1260_lower_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Trachymyrmex septentrionalis,Trachymyrmex septentrionalis,Trachymyrmex septentrionalis,ctmax,41.2,GlobTherm,GlobTherm_row_842_upper_primary,,Arthropoda,Insecta,Hymenoptera,Formicidae,unknown,,3
Trachymyrmex smithineomexicanus,Trachymyrmex smithineomexicanus,Trachymyrmex smithi_neomexicanus,ctmax,36.7,GlobTherm,GlobTherm_row_941_upper_primary,,Arthropoda,Insecta,Hymenoptera,Formicidae,unknown,,3
Trachymyrmex smithineomexicanus,Trachymyrmex smithineomexicanus,Trachymyrmex smithi_neomexicanus,ctmin,9.7,GlobTherm,GlobTherm_row_941_lower_primary,,Arthropoda,Insecta,Hymenoptera,Formicidae,unknown,,3
Tramea carolina,Tramea carolina,Tramea carolina,ctmax,46.8,GlobTherm,GlobTherm_row_921_upper_primary,,Arthropoda,Insecta,Odonata,Libellulidae,unknown,,3
Tramea cophysa,Tramea cophysa,Tramea cophysa,ctmax,47.6,GlobTherm,GlobTherm_row_922_upper_primary,,Arthropoda,Insecta,Odonata,Libellulidae,unknown,,3
Tramea walkeri,Tramea walkeri,Tramea walkeri,ctmax,46.3,GlobTherm,GlobTherm_row_923_upper_primary,,Arthropoda,Insecta,Odonata,Libellulidae,unknown,,3
Trapelus savignii,Trapelus savignii,Trapelus savignii,ctmax,47.2,GlobTherm,GlobTherm_row_1177_upper_primary,,Chordata,Lepidosauria,Squamata,Agamidae,unknown,,3
Trapelus savignii,Trapelus savignii,Trapelus savignii,ctmin,12,GlobTherm,GlobTherm_row_1177_lower_primary,,Chordata,Lepidosauria,Squamata,Agamidae,unknown,,3
Trematocara macrostoma,Trematocara macrostoma,Trematocara macrostoma,ctmax,37.89,ComteOlden,ComteOlden_row_720,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Trematocara unimaculatum,Trematocara unimaculatum,Trematocara unimaculatum,ctmax,37.92,ComteOlden,ComteOlden_row_721,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Trematomus bernacchii,Trematomus bernacchii,Trematomus bernacchii,ctmax,13.99,ComteOlden,ComteOlden_row_2351,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,2
Trematomus bernacchii,Trematomus bernacchii,Trematomus bernacchii,lt50,6.02,GlobTherm,GlobTherm_row_154_upper_primary,,Chordata,Actinopteri,Perciformes,Nototheniidae,unknown,,3
Trematomus borchgrevinki,Trematomus borchgrevinki,Trematomus borchgrevinki,lt50,6,GlobTherm,GlobTherm_row_155_upper_primary,,Chordata,Actinopteri,Perciformes,Nototheniidae,unknown,,3
Trematomus hansoni,Trematomus hansoni,Trematomus hansoni,ctmax,13.66,ComteOlden,ComteOlden_row_2352,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,2
Trematomus hansoni,Trematomus hansoni,Trematomus hansoni,lt50,8.98,GlobTherm,GlobTherm_row_156_upper_primary,,Chordata,Actinopteri,Perciformes,Nototheniidae,unknown,,3
Trematomus pennellii,Trematomus pennellii,Trematomus pennellii,ctmax,12.34,ComteOlden,ComteOlden_row_2353,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,2
Trichogaster chuna,Trichogaster chuna,Trichogaster chuna,ctmax,38.9,ComteOlden,ComteOlden_row_2378,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichogaster fasciata,Trichogaster fasciata,Trichogaster fasciata,ctmax,39.11,ComteOlden,ComteOlden_row_2379,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichogaster labiosa,Trichogaster labiosa,Trichogaster labiosa,ctmax,39.45,ComteOlden,ComteOlden_row_2380,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichogaster lalius,Trichogaster lalius,Trichogaster lalius,ctmax,39.4,ComteOlden,ComteOlden_row_2381,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichogaster microlepis,Trichogaster microlepis,Trichogaster microlepis,ctmax,40.71,ComteOlden,ComteOlden_row_2382,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichopodus leerii,Trichopodus leerii,Trichopodus leerii,ctmax,40.49,ComteOlden,ComteOlden_row_2383,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichopodus pectoralis,Trichopodus pectoralis,Trichopodus pectoralis,ctmax,40.05,ComteOlden,ComteOlden_row_2384,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichopodus trichopterus,Trichopodus trichopterus,Trichopodus trichopterus,ctmax,37,ThermoFresh,t_4868,Metazoa,Chordata,Actinopteri,Acanthomorphata,Osphronemidae,freshwater,fish,1
Trichopodus trichopterus,Trichopodus trichopterus,Trichopodus trichopterus,ctmax,38.93,ThermoFresh,t_4869,Metazoa,Chordata,Actinopteri,Acanthomorphata,Osphronemidae,freshwater,fish,1
Trichopodus trichopterus,Trichopodus trichopterus,Trichopodus trichopterus,ctmax,39.86,ThermoFresh,t_4870,Metazoa,Chordata,Actinopteri,Acanthomorphata,Osphronemidae,freshwater,fish,1
Trichopodus trichopterus,Trichopodus trichopterus,Trichopodus trichopterus,ctmax,38.6,ComteOlden,ComteOlden_row_2385,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichopsis pumila,Trichopsis pumila,Trichopsis pumila,ctmax,40.08,ComteOlden,ComteOlden_row_2386,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichopsis schalleri,Trichopsis schalleri,Trichopsis schalleri,ctmax,40.02,ComteOlden,ComteOlden_row_2387,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Trichopsis vittata,Trichopsis vittata,Trichopsis vittata,ctmax,40.34,ComteOlden,ComteOlden_row_2388,Animalia,Chordata,Actinopterygii,,Osphronemidae,freshwater,fish,2
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,36.7,ThermoFresh,t_2761,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,36.7,ThermoFresh,t_2759,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,31.4,ThermoFresh,t_2758,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,37,ThermoFresh,t_2760,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,36.6,ThermoFresh,t_2762,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,32,ThermoFresh,t_2756,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,31.1,ThermoFresh,t_2755,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,33.6,ThermoFresh,t_2757,Metazoa,Chordata,Actinopteri,Acanthomorphata,Gobiidae,mixed,fish,1
Tridentiger bifasciatus,Tridentiger bifasciatus,Tridentiger bifasciatus,ctmax,37.84,ComteOlden,ComteOlden_row_1819,Animalia,Chordata,Actinopterygii,,Gobiidae,marine,fish,2
Triglachromis otostigma,Triglachromis otostigma,Triglachromis otostigma,ctmax,37.88,ComteOlden,ComteOlden_row_722,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Trigonopoma pauciperforatum,Trigonopoma pauciperforatum,Trigonopoma pauciperforatum,ctmax,39.73,ComteOlden,ComteOlden_row_1618,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Trigonostigma espei,Trigonostigma espei,Trigonostigma espei,ctmax,39.68,ComteOlden,ComteOlden_row_1619,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Trigonostigma heteromorpha,Trigonostigma heteromorpha,Trigonostigma heteromorpha,ctmax,39.3,ComteOlden,ComteOlden_row_1620,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Trimeresurus gracilis,Trimeresurus gracilis,Trimeresurus gracilis,ctmax,37.7,GlobTherm,GlobTherm_row_1186_upper_primary,,Chordata,Lepidosauria,Squamata,Viperidae,unknown,,3
Trimeresurus gracilis,Trimeresurus gracilis,Trimeresurus gracilis,ctmin,4.7,GlobTherm,GlobTherm_row_1186_lower_primary,,Chordata,Lepidosauria,Squamata,Viperidae,unknown,,3
Trimeresurus stejnegeri,Trimeresurus stejnegeri,Trimeresurus stejnegeri,ctmax,38,GlobTherm,GlobTherm_row_1187_upper_primary,,Chordata,Lepidosauria,Squamata,Viperidae,unknown,,3
Trimeresurus stejnegeri,Trimeresurus stejnegeri,Trimeresurus stejnegeri,ctmin,6.4,GlobTherm,GlobTherm_row_1187_lower_primary,,Chordata,Lepidosauria,Squamata,Viperidae,unknown,,3
Trinectes maculatus,Trinectes maculatus,Trinectes maculatus,ctmax,37.31,ComteOlden,ComteOlden_row_42,Animalia,Chordata,Actinopterygii,,Achiridae,freshwater,fish,2
Triplectides australis,Triplectides australis,Triplectides australis,ctmax,34,ThermoFresh,t_2376,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides australis,Triplectides australis,Triplectides australis,ctmax,36,ThermoFresh,t_2380,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides australis,Triplectides australis,Triplectides australis,ctmin,4,ThermoFresh,t_2378,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides australis,Triplectides australis,Triplectides australis,ctmin,6,ThermoFresh,t_2382,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides australis,Triplectides australis,Triplectides australis,ltmax,36,ThermoFresh,t_2377,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides australis,Triplectides australis,Triplectides australis,ltmax,38,ThermoFresh,t_2381,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ctmax,33,ThermoFresh,t_2384,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ctmax,31,ThermoFresh,t_2392,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ctmax,34,ThermoFresh,t_2388,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ctmin,6,ThermoFresh,t_2390,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ctmin,5,ThermoFresh,t_2386,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ctmin,5,ThermoFresh,t_2394,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,lt50,37.2,ThermoFresh,t_6176,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ltmax,36,ThermoFresh,t_2389,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ltmax,36,ThermoFresh,t_2385,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplectides volda,Triplectides volda,Triplectides volda,ltmax,33,ThermoFresh,t_2393,Metazoa,Arthropoda,Insecta,Trichoptera,Leptoceridae,freshwater,invertebrate,1
Triplophysa stenura,Triplophysa stenura,Triplophysa stenura,ctmax,27.49,ComteOlden,ComteOlden_row_225,Animalia,Chordata,Actinopterygii,,Balitoridae,freshwater,fish,2
Triplophysa stewarti,Triplophysa stewarti,Triplophysa stewarti,ctmax,27.31,ComteOlden,ComteOlden_row_226,Animalia,Chordata,Actinopterygii,,Balitoridae,freshwater,fish,2
Tristania neriifolia,Tristania neriifolia,Tristania neriifolia,lt50,-4.5,GlobTherm,GlobTherm_row_2024_lower_primary,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,unknown,,3
Tristramella simonis,Tristramella simonis,Tristramella simonis simonis,ctmax,38.42,ComteOlden,ComteOlden_row_723,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheops tropheops,Tropheops gracilior,Tropheops tropheops,ctmax,38.95,ComteOlden,ComteOlden_row_724,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheus annectens,Tropheus annectens,Tropheus annectens,ctmax,37.98,ComteOlden,ComteOlden_row_725,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheus brichardi,Tropheus brichardi,Tropheus brichardi,ctmax,37.92,ComteOlden,ComteOlden_row_726,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheus duboisi,Tropheus duboisi,Tropheus duboisi,ctmax,37.99,ComteOlden,ComteOlden_row_727,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheus kasabae,Tropheus kasabae,Tropheus kasabae,ctmax,37.94,ComteOlden,ComteOlden_row_728,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheus moorii,Tropheus moorii,Tropheus moorii,ctmax,37.97,ComteOlden,ComteOlden_row_729,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tropheus polli,Tropheus polli,Tropheus polli,ctmax,37.93,ComteOlden,ComteOlden_row_730,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Trophonella longstafi,Trophonella longstafi,Trophonella longstafi,ctmax,14.5,GlobTherm,GlobTherm_row_730_upper_primary,,Mollusca,Gastropoda,Neogastropoda,Muricidae,unknown,,3
Tropidophorus queenslandiae,Tropidophorus queenslandiae,Tropidophorus queenslandiae,ctmax,35.9,GlobTherm,GlobTherm_row_1162_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Tropidophoxinellus alburnoides,Tropidophoxinellus alburnoides,Tropidophoxinellus alburnoides,ctmax,37.38,ComteOlden,ComteOlden_row_1621,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Tropidophoxinellus spartiaticus,Tropidophoxinellus spartiaticus,Tropidophoxinellus spartiaticus,ctmax,36.91,ComteOlden,ComteOlden_row_1622,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Tuberoschistura baenzigeri,Tuberoschistura baenzigeri,Tuberoschistura baenzigeri,ctmax,38.7,ComteOlden,ComteOlden_row_227,Animalia,Chordata,Actinopterygii,,Balitoridae,freshwater,fish,2
Tullbergia bisetosa,Tullbergia bisetosa,Tullbergia bisetosa,lt50,-9.4,GlobTherm,GlobTherm_row_582_lower_primary,,Arthropoda,Collembola,Poduromorpha,Tullbergiidae,unknown,,3
Tylochromis leonensis,Tylochromis leonensis,Tylochromis leonensis,ctmax,40.1,ComteOlden,ComteOlden_row_731,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tylochromis polylepis,Tylochromis polylepis,Tylochromis polylepis,ctmax,37.88,ComteOlden,ComteOlden_row_732,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Tylochromis pulcher,Tylochromis pulcher,Tylochromis pulcher,ctmax,40,ComteOlden,ComteOlden_row_733,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Typhlacontias brevipes,Typhlacontias brevipes,Typhlacontias brevipes,ctmax,48,GlobTherm,GlobTherm_row_1292_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Ugni molinae,Ugni molinae,Ugni molinae,lt50,-14.2,GlobTherm,GlobTherm_row_2025_lower_primary,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,unknown,,3
Uloma impressa,Uloma impressa,Uloma impressa,lt50,-13.5,GlobTherm,GlobTherm_row_954_lower_primary,,Arthropoda,Insecta,Coleoptera,Tenebrionidae,unknown,,3
Ulva lactuca,Ulva lactuca,Ulva lactuca,lt50,-19.6,GlobTherm,GlobTherm_row_2093_lower_primary,,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,unknown,,3
Uma inornata,Uma inornata,Uma inornata,ctmax,45,GlobTherm,GlobTherm_row_1082_upper_primary,,Chordata,Lepidosauria,Squamata,Iguanidae,unknown,,3
Umbilicaria decussata,Umbilicaria decussata,Umbilicaria decussata,ctmin,-10.8,GlobTherm,GlobTherm_row_1008_lower_primary,,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,unknown,,3
Umbilicaria hyperborea,Umbilicaria hyperborea,Umbilicaria hyperborea,ctmin,-14.8,GlobTherm,GlobTherm_row_1009_lower_primary,,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,unknown,,3
Umbra krameri,Umbra krameri,Umbra krameri,ctmax,37.23,ComteOlden,ComteOlden_row_2953,Animalia,Chordata,Actinopterygii,,Umbridae,freshwater,fish,2
Umbra limi,Umbra limi,Umbra limi,ctmax,37.68,ComteOlden,ComteOlden_row_2954,Animalia,Chordata,Actinopterygii,,Umbridae,freshwater,fish,2
Umbra pygmaea,Umbra pygmaea,Umbra pygmaea,ctmax,40.29,ComteOlden,ComteOlden_row_2955,Animalia,Chordata,Actinopterygii,,Umbridae,freshwater,fish,2
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,33.4,ThermoFresh,t_366,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,34.1,ThermoFresh,t_364,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,34.1,ThermoFresh,t_365,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,34.3,ThermoFresh,t_367,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,29.7,ThermoFresh,t_372,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,34.1,ThermoFresh,t_373,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Unio pictorum,Unio pictorum,Unio pictorum,ctmax,33.5,ThermoFresh,t_374,Metazoa,Mollusca,Bivalvia,Unionida,Unionidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmax,36.2,ThermoFresh,t_4364,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmax,38.3,ThermoFresh,t_4363,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmax,36.36,ThermoFresh,t_5110,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmax,38.23,ThermoFresh,t_5109,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmin,6,ThermoFresh,t_4365,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmin,4.5,ThermoFresh,t_4366,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmin,5.91,ThermoFresh,t_5111,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Upogebia africana,Upogebia africana,Upogebia africana,ctmin,4.59,ThermoFresh,t_5112,Metazoa,Arthropoda,Malacostraca,Decapoda,Upogebiidae,mixed,invertebrate,1
Urosaurus auriculatus,Urosaurus auriculatus,Urosaurus auriculatus,ctmax,43.5,GlobTherm,GlobTherm_row_1043_upper_primary,,Chordata,Lepidosauria,Squamata,Iguanidae,unknown,,3
Urosaurus clarionensis,Urosaurus clarionensis,Urosaurus clarionensis,ctmax,41.8,GlobTherm,GlobTherm_row_1044_upper_primary,,Chordata,Lepidosauria,Squamata,Iguanidae,unknown,,3
Urosaurus ornatus,Urosaurus ornatus,Urosaurus ornatus,ctmax,43.1,GlobTherm,GlobTherm_row_1209_upper_primary,,Chordata,Lepidosauria,Squamata,Iguanidae,unknown,,3
Usnea acanthera,Usnea acanthera,Usnea acanthera,ctmin,-9.3,GlobTherm,GlobTherm_row_1010_lower_primary,,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,unknown,,3
Usnea livida,Usnea livida,Usnea livida,ctmin,-10,GlobTherm,GlobTherm_row_1011_lower_primary,,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,unknown,,3
Usnea ochrophora,Usnea ochrophora,Usnea ochrophora,ctmin,-7.9,GlobTherm,GlobTherm_row_1012_lower_primary,,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,unknown,,3
Uta stansburiana,Uta stansburiana,Uta stansburiana,ctmax,43.7,GlobTherm,GlobTherm_row_1283_upper_primary,,Chordata,Lepidosauria,Squamata,Iguanidae,unknown,,3
Uta stansburiana,Uta stansburiana,Uta stansburiana,ctmin,7.8,GlobTherm,GlobTherm_row_1283_lower_primary,,Chordata,Lepidosauria,Squamata,Iguanidae,unknown,,3
Vaillantella maassi,Vaillantella maassi,Vaillantella maassi,ctmax,38.74,ComteOlden,ComteOlden_row_2956,Animalia,Chordata,Actinopterygii,,Vaillantellidae,freshwater,fish,2
Valencia hispanica,Valencia hispanica,Valencia hispanica,ctmax,37.47,ComteOlden,ComteOlden_row_2957,Animalia,Chordata,Actinopterygii,,Valenciidae,freshwater,fish,2
Valencia letourneuxi,Valencia letourneuxi,Valencia letourneuxi,ctmax,38.22,ComteOlden,ComteOlden_row_2958,Animalia,Chordata,Actinopterygii,,Valenciidae,freshwater,fish,2
