resource,consumer,GloBI,TetraEU,interaction_sources,interaction_types,study_titles,study_citations,study_ids,reported_consumer_names,reported_resource_names,self_link,consumer_trait_value_ctmax,consumer_trait_value_ctmin,consumer_trait_value_lt50,consumer_trait_value_ltmax,consumer_trait_sd_ctmax,consumer_trait_sd_ctmin,consumer_trait_sd_lt50,consumer_trait_sd_ltmax,consumer_trait_n_ctmax,consumer_trait_n_ctmin,consumer_trait_n_lt50,consumer_trait_n_ltmax,consumer_selected_trait_source_ctmax,consumer_selected_trait_source_ctmin,consumer_selected_trait_source_lt50,consumer_selected_trait_source_ltmax,resource_trait_value_ctmax,resource_trait_value_ctmin,resource_trait_value_lt50,resource_trait_value_ltmax,resource_trait_sd_ctmax,resource_trait_sd_ctmin,resource_trait_sd_lt50,resource_trait_sd_ltmax,resource_trait_n_ctmax,resource_trait_n_ctmin,resource_trait_n_lt50,resource_trait_n_ltmax,resource_selected_trait_source_ctmax,resource_selected_trait_source_ctmin,resource_selected_trait_source_lt50,resource_selected_trait_source_ltmax,eligible_ctmax,eligible_lt50,eligible_ctmin,eligible_ltmax,any_metric_eligible
Carassius carassius,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Carassius auratus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,35.5365,4.814,,,3.96044063205093,4.83518148573557,,,40,5,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Catostomus commersonii,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Catostomus commersonii,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,33.17,,24.4304347826087,,1.82020603229415,,11.0001832539532,,5,,23,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Coregonus albula,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Coregonus albula,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,28.68,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Coregonus artedi,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Coregonus artedi,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,24.9366666666667,,19.8,,0.498567645329795,,,,12,,1,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Culaea inconstans,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Culaea inconstans,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,31.35,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Daphnia galeata,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Daphnia galeata,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,38.89,,,,0.947523086789976,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Dorosoma cepedianum,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Dorosoma cepedianum,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,35.3,,28.5,,,,,,1,,1,,ComteOlden,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Electrona antarctica,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Percopsis omiscomaycus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,31.24,,,,0.311126983722082,,,,2,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Etheostoma nigrum,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Etheostoma nigrum,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,33.65,,,,2.70277635034792,,,,10,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Hiodon alosoides,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Hiodon alosoides,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,32.78,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Lepomis gibbosus,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Lepomis gibbosus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,33.8035,1.7,,,2.64155112924604,,,,20,1,,,ThermoFresh,GlobTherm,,,TRUE,FALSE,FALSE,FALSE,TRUE
Lota lota,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Lota lota,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,27.11875,3.3,,,2.86640744952051,,,,16,1,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Micropterus salmoides,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Micropterus salmoides,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,36.4,8.30333333333333,35.6,,3.07959690108474,2.62735246063046,,,42,15,1,,ThermoFresh,ThermoFresh,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Morone americana,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Morone americana,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,34.95,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Morone chrysops,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Morone chrysops,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,35.47,,35.6,,,,,,1,,1,,ComteOlden,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Mylocheilus caurinus,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Mylocheilus caurinus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,26.78,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Neogobius melanostomus,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Neogobius melanostomus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,33.726,,,,1.51039524400186,,,,30,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Notropis atherinoides,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Notropis atherinoides,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,33.95,,,,3.7772344380512,,,,3,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Notropis hudsonius,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Notropis hudsonius,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,31.21,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Oncorhynchus kisutch,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Oncorhynchus kisutch,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,27.6965,,13.72,,1.87648684907111,,11.1584347767358,,20,,10,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Oncorhynchus mykiss,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Oncorhynchus mykiss,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,28.6755405405405,0.733333333333333,,,1.50455030544732,1.10151410945722,,,74,3,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Oncorhynchus nerka,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Oncorhynchus nerka,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,27.2636363636364,,13.77,,1.95093217812316,,10.7422375074594,,33,,10,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Oncorhynchus tshawytscha,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Oncorhynchus tshawytscha,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,28.7821875,,15.1333333333333,,1.04880955759148,,10.9458896394948,,64,,9,,ThermoFresh,,ThermoFresh,,TRUE,FALSE,FALSE,FALSE,TRUE
Osmerus eperlanus,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Osmerus eperlanus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,27.8,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Osmerus mordax,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Osmerus mordax,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,25.9,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Perca flavescens,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Perca flavescens,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,30.7,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Perca fluviatilis,Sander vitreus,TRUE,FALSE,GloBI,eats,"","","",Sander vitreus,Perca fluviatilis,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,28.6920833333333,,,,3.60894779217803,,,,24,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Percina caprodes,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Percina caprodes,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,31.93,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Phoxinus lumaireul,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Phoxinus phoxinus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,29.52,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Polyodon spathula,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Polyodon spathula,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,34.48,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ptychocheilus oregonensis,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Ptychocheilus oregonensis,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,30.36,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pungitius pungitius,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Pungitius pungitius,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,29.85,1.86333333333333,,,1.17430830704718,2.9830364843003,,,6,6,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Richardsonius balteatus,Sander vitreus,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander vitreus,Richardsonius balteatus,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,28.63,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salvelinus fontinalis,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Salvelinus fontinalis,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,28.9883333333333,,,,1.07282766342144,,,,30,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salvelinus namaycush,Sander vitreus,TRUE,FALSE,GloBI,preysOn,"","","",Sander vitreus,Salvelinus namaycush,FALSE,35.375,,,,0.556027577253742,,,,4,,,,ThermoFresh,,,,27.385,,,,1.22843531914926,,,,16,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Carassius gibelio,Sander volgensis,TRUE,FALSE,GloBI,preysOn,"","","",Sander volgensis,Carassius gibelio,FALSE,34.04,,,,,,,,1,,,,ComteOlden,,,,36.1,,,,0.565685424949236,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gobio gobio,Sander volgensis,TRUE,FALSE,GloBI,preysOn,"","","",Sander volgensis,Gobio gobio,FALSE,34.04,,,,,,,,1,,,,ComteOlden,,,,33.75,,,,4.17193000900063,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Gymnocephalus cernua,Sander volgensis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander volgensis,Gymnocephalus cernua,FALSE,34.04,,,,,,,,1,,,,ComteOlden,,,,34.5,,,,,,,,1,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Perca fluviatilis,Sander volgensis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sander volgensis,Perca fluviatilis,FALSE,34.04,,,,,,,,1,,,,ComteOlden,,,,28.6920833333333,,,,3.60894779217803,,,,24,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Sardinops sagax,Sarda australis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda australis,Sardinops sagax,FALSE,31.14,,,,,,,,1,,,,ComteOlden,,,,31.24,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Cymatogaster aggregata,Sarda chiliensis,TRUE,FALSE,GloBI,preysOn,"","","",Sarda chiliensis,Cymatogaster aggregata,FALSE,29.94,,,,,,,,1,,,,ComteOlden,,,,32.75,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Engraulis mordax,Sarda chiliensis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda chiliensis,Engraulis mordax,FALSE,29.94,,,,,,,,1,,,,ComteOlden,,,,33.4,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Sardinops sagax,Sarda chiliensis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda chiliensis,Sardinops sagax,FALSE,29.94,,,,,,,,1,,,,ComteOlden,,,,31.24,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Scomber scombrus,Sarda chiliensis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda chiliensis,Scomber japonicus,FALSE,29.94,,,,,,,,1,,,,ComteOlden,,,,33.2066666666667,,,,3.26559846480447,,,,3,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Engraulis japonicus,Sarda orientalis,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda orientalis,Engraulis japonicus,FALSE,34.35,,,,,,,,1,,,,ComteOlden,,,,34.1,,20,,,,16.9705627484771,,1,,2,,ComteOlden,,GlobTherm,,TRUE,FALSE,FALSE,FALSE,TRUE
Boops boops,Sarda sarda,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda sarda,Boops boops,FALSE,32.26,,,,,,,,1,,,,ComteOlden,,,,34.2,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leiostomus xanthurus,Sarda sarda,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda sarda,Leiostomus xanthurus,FALSE,32.26,,,,,,,,1,,,,ComteOlden,,,,36.19,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Scomber scombrus,Sarda sarda,TRUE,FALSE,GloBI,eats;preysOn,"","","",Sarda sarda,Scomber japonicus;Scomber scombrus,FALSE,32.26,,,,,,,,1,,,,ComteOlden,,,,33.2066666666667,,,,3.26559846480447,,,,3,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Engraulis japonicus,Sardinops sagax,TRUE,FALSE,GloBI,preysOn,"","","",Sardinops sagax,Engraulis japonicus,FALSE,31.24,,,,,,,,1,,,,ComteOlden,,,,34.1,,20,,,,16.9705627484771,,1,,2,,ComteOlden,,GlobTherm,,TRUE,FALSE,FALSE,FALSE,TRUE
Asellus aquaticus,Sarmarutilus rubilio,TRUE,FALSE,GloBI,preysOn,"","","",Sarmarutilus rubilio,Asellus aquaticus aquaticus,FALSE,35.27,,,,,,,,1,,,,ComteOlden,,,,32.8678947368421,,30.4,35.725,2.4775852467616,,,0.478713553878169,19,,1,4,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Bithynia tentaculata,Sarmarutilus rubilio,TRUE,FALSE,GloBI,preysOn,"","","",Sarmarutilus rubilio,Bithynia tentaculata,FALSE,35.27,,,,,,,,1,,,,ComteOlden,,,,28.8166666666667,,36,38.3133333333333,0.56190153348548,,,0.321164547649123,3,,1,6,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Planorbis carinatus,Sarmarutilus rubilio,TRUE,FALSE,GloBI,preysOn,"","","",Sarmarutilus rubilio,Planorbis carinatus,FALSE,35.27,,,,,,,,1,,,,ComteOlden,,,,40.3033333333333,,,,1.05500394943968,,,,3,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Pomatoschistus canestrinii,Sarmarutilus rubilio,TRUE,FALSE,GloBI,preysOn,"","","",Sarmarutilus rubilio,Pomatoschistus canestrinii,FALSE,35.27,,,,,,,,1,,,,ComteOlden,,,,33.96,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Salariopsis fluviatilis,Sarmarutilus rubilio,TRUE,FALSE,GloBI,preysOn,"","","",Sarmarutilus rubilio,Salariopsis fluviatilis,FALSE,35.27,,,,,,,,1,,,,ComteOlden,,,,34.96,,,,,,,,1,,,,ComteOlden,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Unio pictorum,Sarmarutilus rubilio,TRUE,FALSE,GloBI,preysOn,"","","",Sarmarutilus rubilio,Unio pictorum,FALSE,35.27,,,,,,,,1,,,,ComteOlden,,,,33.3142857142857,,,,1.62934401056435,,,,7,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Agabus bipustulatus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Agabus bipustulatus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,37.07,,,,0.91923881554251,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Agapetus fuscipes,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Agapetus fuscipes,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,25.8,,,35.2,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Aphelocheirus aestivalis,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Aphelocheirus aestivalis,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,34.53,,,,3.44110032236368,,,,8,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Astacus leptodactylus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Astacus leptodactylus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,37.8666666666667,1.46666666666667,,,0.723417813807026,0.472581562625261,,,3,3,,,ThermoFresh,ThermoFresh,,,TRUE,FALSE,FALSE,FALSE,TRUE
Baetis rhodani,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Baetis rhodani,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,25.1,,21.15,25.7,,,0.212132034355965,,1,,2,1,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Caenis luctuosa,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Caenis luctuosa,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,30.6,,,38,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Calopteryx virgo,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Calopteryx virgo,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,34.0225,,,38.9,4.61882733051268,,,,12,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Coenagrion puella,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Coenagrion puella,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,42.995,,,,0.723440852224053,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Deronectes latus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Deronectes latus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,37.04,,,,1.13221022782874,,,,3,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Dikerogammarus villosus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Dikerogammarus villosus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,28.1328571428571,,23.4,33.1654545454545,1.5628255851258,,,2.01883809968191,7,,1,11,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Dinocras cephalotes,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Dinocras cephalotes,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,34.6083333333333,,,,3.75974688864379,,,,6,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Drusus annulatus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Drusus annulatus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,28.8,,,33.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ecdyonurus insignis,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Ecdyonurus insignis,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,32.34,,,,4.29920922961421,,,,2,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Echinogammarus berilloni,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Echinogammarus berilloni,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,30.3333333333333,,,33.5871428571429,0.388501394248893,,,1.2080799405905,3,,,7,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Echinogammarus ischnus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Echinogammarus ischnus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,31.5,,,33.5,0.503322295684718,,,1,4,,,4,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ephemera danica,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Ephemera danica,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,36.7075,,,38.7,2.23948468774999,,,,4,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus fossarum,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Gammarus fossarum,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,28.774,,,32.6688888888889,2.15601020405749,,,1.14839501527615,5,,,9,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus pulex,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Gammarus lacustris;Gammarus pulex,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,29.1161111111111,,25.5,35.1108333333333,1.89569834684272,,0.5,1.59206817084133,18,,3,12,ThermoFresh,,ThermoFresh,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus roeselii,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Gammarus roeselii,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,30.184,,,33.38,0.717028590782823,,,0.521536192416213,5,,,5,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Gammarus tigrinus,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Gammarus tigrinus,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,32.6985714285714,,,36.2254545454545,1.21293622491633,,,1.12729200863276,7,,,11,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Heptagenia sulphurea,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Heptagenia sulphurea,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,30.2,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Hydropsyche pellucidula,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Hydropsyche pellucidula,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,25.5,,,32.3,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
Ischnura elegans,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Ischnura elegans,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,43.7361538461539,,,,2.23359830489548,,,,52,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Ischnura pumilio,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus,Ischnura pumilio,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,45.515,,,,0.20174241001832,,,,4,,,,ThermoFresh,,,,TRUE,FALSE,FALSE,FALSE,TRUE
Leuctra fusca,Scardinius erythrophthalmus,TRUE,FALSE,GloBI,preysOn,"","","",Scardinius erythrophthalmus;Scardinius hesperidicus,Leuctra fusca,FALSE,34.94,,,,,,,,1,,,,ComteOlden,,,,30.1,,,34.8,,,,,1,,,1,ThermoFresh,,,ThermoFresh,TRUE,FALSE,FALSE,FALSE,TRUE
